logged_at,esp_millis,latency_ms,jitter_ms,loss_percent,throughput_mbps,rssi_dbm
2026-08-07T17:40:03,8985137,3.51,2.13,0.0,3.3,-54
2026-08-07T17:40:21,9003266,6.54,7.14,0.0,3.22,-54
2026-08-07T17:40:38,9020071,3.07,1.06,0.0,3.6,-55
2026-08-07T17:40:55,9037076,2.44,0.47,0.0,3.53,-55
2026-08-07T17:41:12,9054003,2.83,0.52,0.0,3.54,-55
2026-08-07T17:41:29,9071165,3.35,2.5,0.0,3.47,-55
2026-08-07T17:41:46,9088016,2.47,0.43,0.0,3.58,-54
2026-08-07T17:42:03,9105155,2.93,0.79,0.0,3.54,-54
2026-08-07T17:42:20,9122206,2.71,0.73,0.0,3.5,-55
2026-08-07T17:42:37,9139246,2.84,0.92,0.0,3.54,-54
2026-08-07T17:42:54,9156206,3.19,1.12,0.0,3.54,-55
2026-08-07T17:43:11,9173274,2.54,0.86,0.0,3.5,-55
2026-08-07T17:43:28,9190326,3.87,1.51,0.0,3.51,-54
2026-08-07T17:43:46,9207830,3.09,0.94,0.0,3.39,-54
2026-08-07T17:44:03,9224873,3.21,1.79,0.0,3.53,-54
2026-08-07T17:44:20,9242019,3.66,1.46,0.0,3.49,-54
2026-08-07T17:44:37,9258860,3.03,0.98,0.0,3.57,-54
2026-08-07T17:44:53,9275811,3.43,1.23,0.0,3.54,-55
2026-08-07T17:45:12,9294101,7.44,5.07,0.0,3.19,-54
2026-08-07T17:45:29,9311490,3.26,1.69,0.0,3.45,-54
2026-08-07T17:45:47,9328878,3.79,2.17,0.0,3.4,-54
2026-08-07T17:46:04,9346648,3.0,0.69,0.0,3.32,-54
2026-08-07T17:46:21,9363664,2.82,1.21,0.0,3.52,-55
2026-08-07T17:46:39,9381502,3.51,2.17,0.0,3.28,-54
2026-08-07T17:46:57,9398836,3.55,1.53,0.0,3.45,-53
2026-08-07T17:47:14,9416028,3.47,2.04,0.0,3.48,-55
2026-08-07T17:47:33,9435195,3.2,1.26,0.0,2.97,-54
2026-08-07T17:47:50,9452213,2.92,1.06,0.0,3.52,-56
2026-08-07T17:48:07,9469200,2.37,0.33,0.0,3.53,-55
2026-08-07T17:48:25,9487453,3.38,1.75,0.0,3.18,-52
2026-08-07T17:48:43,9505035,3.3,1.57,0.0,3.35,-58
2026-08-07T17:49:00,9521994,2.41,0.99,0.0,3.58,-59
2026-08-07T17:49:17,9539229,4.19,1.87,0.0,3.48,-66
2026-08-07T17:49:34,9556246,3.58,1.94,0.0,3.52,-57
2026-08-07T17:49:51,9573519,2.99,1.27,0.0,3.45,-58
2026-08-07T17:50:08,9590711,3.68,1.74,0.0,3.49,-61
2026-08-07T17:50:25,9607739,4.02,2.71,0.0,3.54,-58
2026-08-07T17:50:43,9624854,3.02,1.28,0.0,3.48,-56
2026-08-07T17:51:00,9642254,2.77,0.69,0.0,3.42,-66
2026-08-07T17:51:17,9659215,3.61,2.9,0.0,3.55,-64
2026-08-07T17:51:34,9676306,2.59,0.75,0.0,3.5,-60
2026-08-07T17:51:51,9693088,2.91,1.52,0.0,3.59,-57
2026-08-07T17:52:08,9709931,3.47,2.52,0.0,3.57,-58
2026-08-07T17:52:25,9727007,2.83,1.32,0.0,3.52,-58
2026-08-07T17:52:42,9743932,2.43,0.5,0.0,3.57,-58
2026-08-07T17:52:59,9760908,3.55,1.12,0.0,3.55,-60
2026-08-07T17:53:16,9778209,3.32,0.83,0.0,3.43,-55
2026-08-07T17:53:33,9795266,2.77,0.8,0.0,3.5,-56
2026-08-07T17:53:50,9812084,2.95,1.17,0.0,3.59,-68
2026-08-07T17:54:07,9829094,3.66,2.82,0.0,3.52,-63
2026-08-07T17:54:24,9846195,3.0,1.21,0.0,3.52,-52
2026-08-07T17:54:41,9863111,2.8,0.75,0.0,3.58,-52
2026-08-07T17:54:58,9880192,2.65,1.34,0.0,3.52,-52
2026-08-07T17:55:15,9897120,3.06,1.35,0.0,3.56,-52
2026-08-07T17:55:32,9914592,3.5,1.07,0.0,3.4,-59
2026-08-07T17:55:49,9931476,3.51,1.7,0.0,3.56,-57
2026-08-07T17:56:06,9948207,3.0,1.62,0.0,3.6,-58
2026-08-07T17:56:23,9965003,4.44,2.96,0.0,3.6,-60
2026-08-07T17:56:40,9982256,3.47,1.75,0.0,3.47,-53
2026-08-07T17:56:57,9999479,3.0,0.59,0.0,3.45,-56
2026-08-07T17:57:15,10016952,3.08,1.75,0.0,3.38,-55
2026-08-07T17:57:32,10034600,3.96,1.78,0.0,3.35,-59
2026-08-07T17:57:49,10051799,3.57,1.36,0.0,3.46,-60
2026-08-07T17:58:07,10069086,3.62,1.29,0.0,3.44,-60
2026-08-07T17:58:24,10086152,3.2,1.03,0.0,3.51,-61
2026-08-07T17:58:41,10103471,2.54,0.78,0.0,3.45,-59
2026-08-07T17:58:58,10120232,4.59,3.59,0.0,3.6,-52
2026-08-07T17:59:15,10137312,3.06,1.78,0.0,3.5,-55
2026-08-07T17:59:32,10154245,3.16,1.34,0.0,3.54,-57
2026-08-07T17:59:49,10171238,3.41,1.46,0.0,3.52,-58
2026-08-07T18:00:06,10188362,3.91,2.17,0.0,3.51,-52
2026-08-07T18:00:23,10205275,3.71,1.37,0.0,3.55,-54
2026-08-07T18:00:40,10222253,2.81,1.13,0.0,3.54,-66
2026-08-07T18:00:57,10239394,2.62,1.18,0.0,3.48,-62
2026-08-07T18:01:14,10256512,3.02,1.44,0.0,3.49,-63
2026-08-07T18:01:31,10273624,2.72,0.99,0.0,3.49,-63
2026-08-07T18:01:49,10290887,2.21,0.67,0.0,3.44,-62
2026-08-07T18:02:06,10308343,3.35,1.61,0.0,3.4,-56
2026-08-07T18:02:23,10325335,3.51,3.04,0.0,3.52,-65
2026-08-07T18:02:41,10343259,3.0,1.2,0.0,3.28,-63
2026-08-07T18:02:59,10361758,3.2,1.27,0.0,3.11,-64
2026-08-07T18:03:17,10379170,3.0,1.17,0.0,3.41,-60
2026-08-07T18:03:34,10396645,4.06,4.02,0.0,3.42,-65
2026-08-07T18:03:52,10413973,3.38,1.57,0.0,3.44,-65
2026-08-07T18:04:09,10431160,2.31,0.18,0.0,3.48,-61
2026-08-07T18:04:26,10448403,3.66,2.48,0.0,3.47,-61
2026-08-07T18:04:43,10465306,3.11,1.1,0.0,3.55,-57
2026-08-07T18:05:00,10482783,3.9,2.74,0.0,3.38,-63
2026-08-07T18:05:18,10500056,2.93,1.22,0.0,3.45,-63
2026-08-07T18:05:36,10518016,4.32,2.31,0.0,3.27,-61
2026-08-07T18:05:54,10536089,3.68,1.08,0.0,3.23,-54
2026-08-07T18:06:12,10554262,3.13,1.17,0.0,3.22,-55
2026-08-07T18:06:30,10572128,3.68,1.47,0.0,3.27,-56
2026-08-07T18:06:47,10589578,3.12,1.04,0.0,3.42,-62
2026-08-07T18:07:05,10607185,3.2,1.54,0.0,3.36,-58
2026-08-07T18:07:22,10624746,3.34,1.25,0.0,3.37,-54
2026-08-07T18:07:40,10642075,4.17,2.12,0.0,3.45,-52
2026-08-07T18:07:57,10659015,2.49,0.39,0.0,3.57,-59
2026-08-07T18:08:14,10676198,2.63,0.64,0.0,3.48,-57
2026-08-07T18:08:31,10693153,3.91,3.19,0.0,3.54,-55
2026-08-07T18:08:48,10709927,3.35,1.46,0.0,3.6,-53
2026-08-07T18:09:05,10726925,2.58,0.54,0.0,3.53,-54
2026-08-07T18:09:22,10744256,3.76,2.75,0.0,3.43,-57
2026-08-07T18:09:39,10761440,3.01,1.7,0.0,3.47,-56
2026-08-07T18:09:56,10778449,3.18,1.43,0.0,3.52,-52
2026-08-07T18:10:13,10795315,2.77,1.29,0.0,3.57,-55
2026-08-07T18:10:30,10812094,3.02,0.73,0.0,3.59,-53
2026-08-07T18:10:47,10829083,2.71,0.75,0.0,3.53,-55
2026-08-07T18:11:04,10845959,3.63,1.97,0.0,3.58,-59
2026-08-07T18:11:21,10863210,2.62,0.62,0.0,3.47,-61
2026-08-07T18:11:38,10880463,3.09,1.25,0.0,3.46,-53
2026-08-07T18:11:55,10897253,2.71,0.78,0.0,3.59,-57
2026-08-07T18:12:12,10914067,4.09,3.1,0.0,3.59,-58
2026-08-07T18:12:28,10930870,3.07,1.31,0.0,3.61,-57
2026-08-07T18:12:45,10947739,2.85,1.34,0.0,3.56,-55
2026-08-07T18:13:02,10964684,2.66,0.89,0.0,3.54,-60
2026-08-07T18:13:20,10982166,3.21,1.14,0.0,3.39,-55
2026-08-07T18:13:37,10999261,2.85,0.58,0.0,3.52,-58
2026-08-07T18:13:54,11016339,3.43,1.22,0.0,3.5,-57
2026-08-07T18:14:11,11033563,2.63,0.87,0.0,3.46,-56
2026-08-07T18:14:28,11050664,4.16,1.58,0.0,3.52,-55
2026-08-07T18:14:45,11067757,2.73,0.74,0.0,3.49,-54
2026-08-07T18:15:03,11084904,2.54,0.45,0.0,3.48,-57
2026-08-07T18:15:20,11102035,2.3,0.93,0.0,3.5,-59
2026-08-07T18:15:37,11119472,4.19,3.28,0.0,3.43,-59
2026-08-07T18:15:54,11136151,2.91,0.85,0.0,3.62,-55
2026-08-07T18:16:11,11153385,3.53,1.52,0.0,3.45,-59
2026-08-07T18:16:29,11170899,3.28,0.91,0.0,3.36,-55
2026-08-07T18:16:45,11187820,3.16,1.17,0.0,3.57,-56
2026-08-07T18:17:03,11205078,2.99,1.25,0.0,3.46,-56
2026-08-07T18:17:22,11223881,2.89,1.99,0.0,3.06,-56
2026-08-07T18:17:39,11241487,3.78,3.05,0.0,3.34,-60
2026-08-07T18:17:57,11259486,4.16,3.05,0.0,3.24,-56
2026-08-07T18:18:14,11276511,3.62,2.28,0.0,3.52,-52
2026-08-07T18:18:32,11293954,3.0,1.01,0.0,3.39,-57
2026-08-07T18:18:49,11311112,3.47,2.01,0.0,3.48,-56
2026-08-07T18:19:07,11328964,2.21,0.58,0.0,3.32,-58
2026-08-07T18:19:24,11346659,3.76,1.89,0.0,3.32,-54
2026-08-07T18:19:41,11363572,2.73,0.67,0.0,3.56,-57
2026-08-07T18:19:58,11380349,3.28,1.68,0.0,3.6,-59
2026-08-07T18:20:15,11397225,4.04,1.76,0.0,3.57,-58
2026-08-07T18:20:32,11414600,3.73,2.19,0.0,3.43,-62
2026-08-07T18:20:50,11431897,3.42,1.55,0.0,3.46,-59
2026-08-07T18:21:08,11450436,10.93,4.75,0.0,3.13,-57
2026-08-07T18:21:29,11470906,6.81,5.66,0.0,2.72,-61
2026-08-07T18:21:46,11488047,2.71,1.13,0.0,3.48,-63
2026-08-07T18:22:03,11505113,3.61,2.46,0.0,3.5,-64
2026-08-07T18:22:21,11523550,9.01,6.5,0.0,3.16,-61
2026-08-07T18:22:38,11540615,2.3,0.97,0.0,3.5,-63
2026-08-07T18:22:55,11557676,4.05,2.41,0.0,3.51,-59
2026-08-07T18:23:13,11575148,7.83,12.11,0.0,3.39,-59
2026-08-07T18:23:30,11592796,3.0,1.39,0.0,3.34,-59
2026-08-07T18:23:48,11610418,2.86,0.98,0.0,3.36,-60
2026-08-07T18:24:05,11627312,3.87,2.24,0.0,3.55,-54
2026-08-07T18:24:22,11644382,2.79,1.61,0.0,3.5,-57
2026-08-07T18:24:39,11661446,2.94,1.47,0.0,3.5,-55
2026-08-07T18:24:59,11681243,3.35,1.19,0.0,2.85,-54
2026-08-07T18:25:16,11698165,3.59,1.28,0.0,3.58,-60
2026-08-07T18:25:34,11716083,2.98,1.03,0.0,3.28,-55
2026-08-07T18:25:51,11733158,3.05,1.9,0.0,3.5,-56
2026-08-07T18:26:09,11751153,3.28,0.93,0.0,3.24,-56
2026-08-07T18:26:27,11768934,3.09,1.0,0.0,3.31,-58
2026-08-07T18:26:47,11788945,3.39,1.02,0.0,2.8,-56
2026-08-07T18:27:05,11807018,2.79,0.43,0.0,3.23,-61
2026-08-07T18:27:22,11824351,2.98,0.73,0.0,3.45,-60
2026-08-07T18:27:44,11846751,3.22,2.01,0.0,2.38,-58
2026-08-07T18:28:02,11864069,3.66,1.97,0.0,3.45,-54
2026-08-07T18:28:20,11881922,2.43,0.49,0.0,3.29,-55
2026-08-07T18:28:37,11899358,2.55,0.85,0.0,3.4,-53
2026-08-07T18:28:55,11916922,3.75,2.24,0.0,3.36,-53
2026-08-07T18:29:12,11934285,3.43,1.42,0.0,3.43,-58
2026-08-07T18:29:29,11951368,2.67,1.0,0.0,3.5,-56
2026-08-07T18:29:46,11968769,3.18,1.24,0.0,3.4,-53
2026-08-07T18:30:04,11986143,2.98,1.65,0.0,3.42,-55
2026-08-07T18:30:21,12003100,3.23,2.01,0.0,3.55,-60
2026-08-07T18:30:38,12020297,3.2,1.26,0.0,3.46,-56
2026-08-07T18:30:55,12037388,3.81,1.86,0.0,3.5,-58
2026-08-07T18:31:12,12054072,3.42,1.96,0.0,3.63,-59
2026-08-07T18:31:29,12071738,3.73,2.0,0.0,3.33,-52
2026-08-07T18:31:47,12089313,3.97,1.0,0.0,3.4,-56
2026-08-07T18:32:04,12106442,3.48,1.73,0.0,3.48,-61
2026-08-07T18:32:21,12123473,2.73,0.92,0.0,3.54,-58
2026-08-07T18:32:38,12140797,3.04,0.67,0.0,3.44,-56
2026-08-07T18:32:55,12157899,2.93,1.05,0.0,3.5,-60
2026-08-07T18:33:13,12175536,3.71,2.61,0.0,3.52,-55
2026-08-07T18:33:30,12192337,3.45,2.19,0.0,3.59,-56
2026-08-07T18:33:47,12209628,2.61,0.5,0.0,3.44,-56
2026-08-07T18:34:04,12226846,2.53,1.14,0.0,3.45,-56
2026-08-07T18:34:21,12243665,3.1,1.62,0.0,3.58,-54
2026-08-07T18:34:38,12260700,3.26,1.51,0.0,3.53,-54
2026-08-07T18:34:55,12277794,2.75,1.06,0.0,3.5,-55
2026-08-07T18:35:12,12294794,2.99,0.71,0.0,3.54,-52
2026-08-07T18:35:30,12312086,3.5,1.63,0.0,3.45,-52
2026-08-07T18:35:47,12329690,3.02,1.15,0.0,3.36,-52
2026-08-07T18:36:04,12346766,3.04,1.2,0.0,3.55,-51
2026-08-07T18:36:22,12364212,2.77,1.51,0.0,3.42,-59
2026-08-07T18:36:39,12381135,2.67,0.42,0.0,3.56,-53
2026-08-07T18:36:56,12398063,2.55,0.41,0.0,3.54,-58
2026-08-07T18:37:13,12415119,3.77,2.51,0.0,3.51,-58
2026-08-07T18:37:30,12432559,3.17,1.18,0.0,3.39,-54
2026-08-07T18:37:47,12449540,2.75,1.07,0.0,3.53,-60
2026-08-07T18:38:04,12466679,2.33,0.46,0.0,3.49,-65
2026-08-07T18:38:21,12483460,2.79,1.05,0.0,3.62,-60
2026-08-07T18:38:38,12500175,2.44,0.73,0.0,3.62,-58
2026-08-07T18:38:54,12516886,2.53,0.61,0.0,3.64,-57
2026-08-07T18:39:11,12533828,2.46,0.97,0.0,3.56,-56
2026-08-07T18:39:29,12551104,2.86,0.75,0.0,3.43,-60
2026-08-07T18:39:45,12567810,2.89,1.4,0.0,3.61,-58
2026-08-07T18:40:02,12584907,2.45,0.53,0.0,3.5,-57
2026-08-07T18:40:19,12601601,2.69,0.93,0.0,3.63,-57
2026-08-07T18:40:36,12618462,3.06,1.12,0.0,3.56,-58
2026-08-07T18:40:53,12635706,3.06,1.95,0.0,3.47,-62
2026-08-07T18:41:10,12652659,3.47,0.93,0.0,3.55,-59
2026-08-07T18:41:27,12669652,2.36,0.73,0.0,3.55,-62
2026-08-07T18:41:44,12686616,3.76,2.89,0.0,3.56,-60
2026-08-07T18:42:01,12703711,3.09,0.83,0.0,3.49,-60
2026-08-07T18:42:18,12720794,3.24,1.68,0.0,3.51,-68
2026-08-07T18:42:36,12737933,5.66,4.01,0.0,3.49,-60
2026-08-07T18:42:52,12754777,3.18,1.14,0.0,3.57,-56
2026-08-07T18:43:10,12772700,3.23,1.58,0.0,3.27,-54
2026-08-07T18:43:28,12789935,3.67,1.15,0.0,3.47,-56
2026-08-07T18:43:45,12807276,3.5,1.51,0.0,3.43,-58
2026-08-07T18:44:02,12824257,2.76,1.16,0.0,3.56,-58
2026-08-07T18:44:19,12841771,3.09,1.13,0.0,3.37,-61
2026-08-07T18:44:37,12859220,4.5,3.12,0.0,3.39,-59
2026-08-07T18:44:54,12876314,2.8,0.68,0.0,3.49,-63
2026-08-07T18:45:11,12893313,3.81,1.79,0.0,3.53,-59
2026-08-07T18:45:28,12910271,3.66,2.61,0.0,3.53,-64
2026-08-07T18:45:45,12927122,3.42,2.46,0.0,3.57,-60
2026-08-07T18:46:02,12944354,2.82,0.91,0.0,3.47,-62
2026-08-07T18:46:19,12961360,2.82,0.91,0.0,3.53,-58
2026-08-07T18:46:36,12978267,2.79,0.95,0.0,3.56,-60
2026-08-07T18:46:53,12995381,2.65,0.93,0.0,3.49,-70
2026-08-07T18:47:10,13012211,3.93,2.4,0.0,3.61,-51
2026-08-07T18:47:27,13029281,3.25,1.25,0.0,3.52,-52
2026-08-07T18:47:46,13048338,2.83,1.05,0.0,3.0,-52
2026-08-07T18:48:03,13065857,2.51,0.39,0.0,3.39,-52
2026-08-07T18:48:21,13083347,3.46,1.96,0.0,3.37,-51
2026-08-07T18:48:38,13100035,3.57,1.77,0.0,3.62,-52
2026-08-07T18:48:54,13116924,3.41,1.11,0.0,3.59,-53
2026-08-07T18:49:12,13133987,3.61,1.88,0.0,3.5,-53
2026-08-07T18:49:28,13150863,4.39,2.95,0.0,3.56,-59
2026-08-07T18:49:47,13169625,2.64,0.74,0.0,3.04,-59
